node,feedstock_fuel,pollutant,region,branch,variable,unit,CA,BAS,ATS,RAS
Coal Supercritical,Coal Bituminous,Nitrogen Oxides,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal Supercritical,Coal Bituminous,Nitrogen Oxides,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal Supercritical,Coal Bituminous,Nitrogen Oxides,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal Supercritical,Coal Bituminous,Nitrogen Oxides,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal Supercritical,Coal Bituminous,Nitrogen Oxides,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal Supercritical,Coal Bituminous,Nitrogen Oxides,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal Supercritical,Coal Bituminous,Nitrogen Oxides,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal Supercritical,Coal Bituminous,Nitrogen Oxides,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal Supercritical,Coal Bituminous,Nitrogen Oxides,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal Supercritical,Coal Bituminous,Nitrous Oxide,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
Coal Supercritical,Coal Bituminous,Nitrous Oxide,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
Coal Supercritical,Coal Bituminous,Nitrous Oxide,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
Coal Supercritical,Coal Bituminous,Nitrous Oxide,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
Coal Supercritical,Coal Bituminous,Nitrous Oxide,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
Coal Supercritical,Coal Bituminous,Nitrous Oxide,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
Coal Supercritical,Coal Bituminous,Nitrous Oxide,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
Coal Supercritical,Coal Bituminous,Nitrous Oxide,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
Coal Supercritical,Coal Bituminous,Nitrous Oxide,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
Coal Supercritical,Coal Bituminous,Nitrous Oxide,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
Coal Supercritical,Coal Bituminous,Nitrous Oxide,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
Coal Supercritical,Coal Bituminous,Nitrous Oxide,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
Coal Supercritical,Coal Bituminous,Non Methane Volatile Organic Compounds,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,1.0 ?b,1.0 ?b,1.0 ?b,1.0 ?b
Coal Supercritical,Coal Bituminous,Non Methane Volatile Organic Compounds,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,1.0 ?b,1.0 ?b,1.0 ?b,1.0 ?b
Coal Supercritical,Coal Bituminous,Non Methane Volatile Organic Compounds,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,1.0 ?b,1.0 ?b,1.0 ?b,1.0 ?b
Coal Supercritical,Coal Bituminous,Non Methane Volatile Organic Compounds,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,1.0 ?b,1.0 ?b,1.0 ?b,1.0 ?b
Coal Supercritical,Coal Bituminous,Non Methane Volatile Organic Compounds,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,1.0 ?b,1.0 ?b,1.0 ?b,1.0 ?b
Coal Supercritical,Coal Bituminous,Non Methane Volatile Organic Compounds,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,1.0 ?b,1.0 ?b,1.0 ?b,1.0 ?b
Coal Supercritical,Coal Bituminous,Non Methane Volatile Organic Compounds,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,1.0 ?b,1.0 ?b,1.0 ?b,1.0 ?b
Coal Supercritical,Coal Bituminous,Non Methane Volatile Organic Compounds,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,1.0 ?b,1.0 ?b,1.0 ?b,1.0 ?b
Coal Supercritical,Coal Bituminous,Non Methane Volatile Organic Compounds,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,1.0 ?b,1.0 ?b,1.0 ?b,1.0 ?b
Coal Supercritical,Coal Bituminous,Non Methane Volatile Organic Compounds,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,1.0 ?b,1.0 ?b,1.0 ?b,1.0 ?b
Coal Supercritical,Coal Bituminous,Non Methane Volatile Organic Compounds,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,1.0 ?b,1.0 ?b,1.0 ?b,1.0 ?b
Coal Supercritical,Coal Bituminous,Non Methane Volatile Organic Compounds,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,1.0 ?b,1.0 ?b,1.0 ?b,1.0 ?b
Coal Supercritical,Coal Bituminous,Sulfur Dioxide,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Coal Supercritical,Coal Bituminous,Sulfur Dioxide,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Coal Supercritical,Coal Bituminous,Sulfur Dioxide,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Coal Supercritical,Coal Bituminous,Sulfur Dioxide,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Coal Supercritical,Coal Bituminous,Sulfur Dioxide,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Coal Supercritical,Coal Bituminous,Sulfur Dioxide,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Coal Supercritical,Coal Bituminous,Sulfur Dioxide,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Coal Supercritical,Coal Bituminous,Sulfur Dioxide,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Coal Supercritical,Coal Bituminous,Sulfur Dioxide,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Coal Supercritical,Coal Bituminous,Sulfur Dioxide,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Coal Supercritical,Coal Bituminous,Sulfur Dioxide,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Coal Supercritical,Coal Bituminous,Sulfur Dioxide,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Coal Supercritical,Coal Lignite,Carbon Dioxide,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,101 ?a,101 ?a,101 ?a,101 ?a
Coal Supercritical,Coal Lignite,Carbon Dioxide,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,101 ?a,101 ?a,101 ?a,101 ?a
Coal Supercritical,Coal Lignite,Carbon Dioxide,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,101 ?a,101 ?a,101 ?a,101 ?a
Coal Supercritical,Coal Lignite,Carbon Dioxide,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,101 ?a,101 ?a,101 ?a,101 ?a
Coal Supercritical,Coal Lignite,Carbon Dioxide,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,101 ?a,101 ?a,101 ?a,101 ?a
Coal Supercritical,Coal Lignite,Carbon Dioxide,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,101 ?a,101 ?a,101 ?a,101 ?a
Coal Supercritical,Coal Lignite,Carbon Dioxide,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,101 ?a,101 ?a,101 ?a,101 ?a
Coal Supercritical,Coal Lignite,Carbon Dioxide,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,101 ?a,101 ?a,101 ?a,101 ?a
Coal Supercritical,Coal Lignite,Carbon Dioxide,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,101 ?a,101 ?a,101 ?a,101 ?a
Coal Supercritical,Coal Lignite,Carbon Dioxide,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,101 ?a,101 ?a,101 ?a,101 ?a
Coal Supercritical,Coal Lignite,Carbon Dioxide,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,101 ?a,101 ?a,101 ?a,101 ?a
Coal Supercritical,Coal Lignite,Carbon Dioxide,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,101 ?a,101 ?a,101 ?a,101 ?a
Coal Supercritical,Coal Lignite,Carbon Monoxide,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,8.7 ?b,8.7 ?b,8.7 ?b,8.7 ?b
Coal Supercritical,Coal Lignite,Carbon Monoxide,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,8.7 ?b,8.7 ?b,8.7 ?b,8.7 ?b
Coal Supercritical,Coal Lignite,Carbon Monoxide,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,8.7 ?b,8.7 ?b,8.7 ?b,8.7 ?b
Coal Supercritical,Coal Lignite,Carbon Monoxide,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,8.7 ?b,8.7 ?b,8.7 ?b,8.7 ?b
Coal Supercritical,Coal Lignite,Carbon Monoxide,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,8.7 ?b,8.7 ?b,8.7 ?b,8.7 ?b
Coal Supercritical,Coal Lignite,Carbon Monoxide,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,8.7 ?b,8.7 ?b,8.7 ?b,8.7 ?b
Coal Supercritical,Coal Lignite,Carbon Monoxide,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,8.7 ?b,8.7 ?b,8.7 ?b,8.7 ?b
Coal Supercritical,Coal Lignite,Carbon Monoxide,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,8.7 ?b,8.7 ?b,8.7 ?b,8.7 ?b
Coal Supercritical,Coal Lignite,Carbon Monoxide,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,8.7 ?b,8.7 ?b,8.7 ?b,8.7 ?b
Coal Supercritical,Coal Lignite,Carbon Monoxide,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,8.7 ?b,8.7 ?b,8.7 ?b,8.7 ?b
Coal Supercritical,Coal Lignite,Carbon Monoxide,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,8.7 ?b,8.7 ?b,8.7 ?b,8.7 ?b
Coal Supercritical,Coal Lignite,Carbon Monoxide,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,8.7 ?b,8.7 ?b,8.7 ?b,8.7 ?b
Coal Supercritical,Coal Lignite,Methane,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,1 ?a,1 ?a,1 ?a,1 ?a
Coal Supercritical,Coal Lignite,Methane,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,1 ?a,1 ?a,1 ?a,1 ?a
Coal Supercritical,Coal Lignite,Methane,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,1 ?a,1 ?a,1 ?a,1 ?a
Coal Supercritical,Coal Lignite,Methane,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,1 ?a,1 ?a,1 ?a,1 ?a
Coal Supercritical,Coal Lignite,Methane,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,1 ?a,1 ?a,1 ?a,1 ?a
Coal Supercritical,Coal Lignite,Methane,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,1 ?a,1 ?a,1 ?a,1 ?a
Coal Supercritical,Coal Lignite,Methane,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,1 ?a,1 ?a,1 ?a,1 ?a
Coal Supercritical,Coal Lignite,Methane,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,1 ?a,1 ?a,1 ?a,1 ?a
Coal Supercritical,Coal Lignite,Methane,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,1 ?a,1 ?a,1 ?a,1 ?a
Coal Supercritical,Coal Lignite,Methane,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,1 ?a,1 ?a,1 ?a,1 ?a
Coal Supercritical,Coal Lignite,Methane,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,1 ?a,1 ?a,1 ?a,1 ?a
Coal Supercritical,Coal Lignite,Methane,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,1 ?a,1 ?a,1 ?a,1 ?a
Coal Supercritical,Coal Lignite,Nitrogen Oxides,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal Supercritical,Coal Lignite,Nitrogen Oxides,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal Supercritical,Coal Lignite,Nitrogen Oxides,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal Supercritical,Coal Lignite,Nitrogen Oxides,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal Supercritical,Coal Lignite,Nitrogen Oxides,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal Supercritical,Coal Lignite,Nitrogen Oxides,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal Supercritical,Coal Lignite,Nitrogen Oxides,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal Supercritical,Coal Lignite,Nitrogen Oxides,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal Supercritical,Coal Lignite,Nitrogen Oxides,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal Supercritical,Coal Lignite,Nitrogen Oxides,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal Supercritical,Coal Lignite,Nitrogen Oxides,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal Supercritical,Coal Lignite,Nitrogen Oxides,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal Supercritical,Coal Lignite,Nitrous Oxide,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
Coal Supercritical,Coal Lignite,Nitrous Oxide,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
Coal Supercritical,Coal Lignite,Nitrous Oxide,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
